date,meter_id,total_consumption,avg_consumption,max_consumption,min_consumption,reading_count,avg_temperature,weekend_flag,season
2023-03-05,MTR-004,52.3759,2.1823,3.7357,0.7079,24,9.92,1,Spring
2023-03-05,MTR-005,82.6291,3.4429,5.9993,1.165,24,9.92,1,Spring
2023-03-05,MTR-006,127.3747,5.3073,8.2689,1.6065,24,9.92,1,Spring
2023-03-05,MTR-007,43.779,1.8241,2.8167,0.6114,24,9.92,1,Spring
2023-03-05,MTR-008,84.7159,3.5298,6.2194,1.2312,24,9.92,1,Spring
2023-03-05,MTR-009,158.0399,6.585,11.1088,1.9912,24,9.92,1,Spring
2023-03-05,MTR-010,42.99,1.7913,3.3533,0.5915,24,9.92,1,Spring
2023-03-05,MTR-011,79.397,3.3082,5.313,1.0567,24,9.92,1,Spring
2023-03-05,MTR-012,120.1863,5.0078,8.1547,0.2689,24,9.92,1,Spring
2023-03-06,MTR-001,40.7538,1.6981,2.6495,0.6155,24,9.63,0,Spring
2023-03-06,MTR-002,115.7401,4.8225,7.6222,1.7351,24,9.63,0,Spring
2023-03-06,MTR-003,180.8012,7.5334,13.4202,2.4813,24,9.63,0,Spring
2023-03-06,MTR-004,47.8726,1.9947,3.4243,0.6805,24,9.63,0,Spring
2023-03-06,MTR-005,118.1478,4.9228,8.3305,1.5753,24,9.63,0,Spring
2023-03-06,MTR-006,181.7614,7.5734,12.556,2.7018,24,9.63,0,Spring
2023-03-06,MTR-007,43.7124,1.8214,5.5788,0.5434,24,9.63,0,Spring
2023-03-06,MTR-008,115.9558,4.8315,8.0552,0.8103,24,9.63,0,Spring
2023-03-06,MTR-009,215.545,8.981,14.8005,2.6962,24,9.63,0,Spring
2023-03-06,MTR-010,40.7996,1.7,2.6096,0.5326,24,9.63,0,Spring
2023-03-06,MTR-011,105.1672,4.382,7.2439,1.6597,24,9.63,0,Spring
2023-03-06,MTR-012,165.9422,6.9143,12.0244,0.7178,24,9.63,0,Spring
2023-03-07,MTR-001,40.6695,1.6946,2.9381,0.6074,24,9.95,0,Spring
2023-03-07,MTR-002,130.8074,5.4503,19.9745,1.6561,24,9.95,0,Spring
2023-03-07,MTR-003,168.7383,7.0308,12.3021,1.8121,24,9.95,0,Spring
2023-03-07,MTR-004,48.1319,2.0055,3.4249,0.6871,24,9.95,0,Spring
2023-03-07,MTR-005,114.0916,4.7538,7.0811,1.6572,24,9.95,0,Spring
2023-03-07,MTR-006,170.894,7.1206,12.1462,1.0405,24,9.95,0,Spring
2023-03-07,MTR-007,39.5836,1.6493,2.604,0.5709,24,9.95,0,Spring
2023-03-07,MTR-008,120.1081,5.0045,8.6283,1.591,24,9.95,0,Spring
2023-03-07,MTR-009,213.9379,8.9141,15.2566,2.963,24,9.95,0,Spring
2023-03-07,MTR-010,40.8063,1.7003,2.8241,0.5669,24,9.95,0,Spring
2023-03-07,MTR-011,104.8981,4.3708,7.1494,0.7661,24,9.95,0,Spring
2023-03-07,MTR-012,179.3792,7.4741,12.1425,2.294,24,9.95,0,Spring
2023-03-08,MTR-001,39.7923,1.658,2.8807,0.5785,24,10.91,0,Spring
2023-03-08,MTR-002,113.6727,4.7364,7.6254,1.6685,24,10.91,0,Spring
2023-03-08,MTR-003,173.739,7.2391,13.5059,2.2491,24,10.91,0,Spring
2023-03-08,MTR-004,52.5432,2.1893,8.1936,0.6288,24,10.91,0,Spring
2023-03-08,MTR-005,114.6026,4.7751,7.2841,1.5722,24,10.91,0,Spring
2023-03-08,MTR-006,178.301,7.4292,12.8036,2.7281,24,10.91,0,Spring
2023-03-08,MTR-007,38.4271,1.6011,2.7058,0.5197,24,10.91,0,Spring
2023-03-08,MTR-008,126.5849,5.2744,16.1603,1.602,24,10.91,0,Spring
2023-03-08,MTR-009,214.2954,8.929,15.8441,3.0167,24,10.91,0,Spring
2023-03-08,MTR-010,40.6499,1.6937,3.0292,0.5818,24,10.91,0,Spring
2023-03-08,MTR-011,106.7016,4.4459,7.6125,1.4194,24,10.91,0,Spring
2023-03-08,MTR-012,170.8228,7.1176,13.1683,2.2504,24,10.91,0,Spring
2023-03-09,MTR-001,39.9731,1.6655,2.7499,0.5104,24,10.4,0,Spring
2023-03-09,MTR-002,117.4116,4.8922,7.7972,1.6106,24,10.4,0,Spring
2023-03-09,MTR-003,172.0303,7.1679,12.3003,2.2253,24,10.4,0,Spring
2023-03-09,MTR-004,46.4672,1.9361,3.388,0.586,24,10.4,0,Spring
2023-03-09,MTR-005,112.4998,4.6875,8.1336,0.2122,24,10.4,0,Spring
2023-03-09,MTR-006,175.5761,7.3157,12.5837,2.2112,24,10.4,0,Spring
2023-03-09,MTR-007,38.9106,1.6213,2.612,0.4741,24,10.4,0,Spring
2023-03-09,MTR-008,119.0665,4.9611,8.2908,1.6281,24,10.4,0,Spring
2023-03-09,MTR-009,214.6607,8.9442,14.9448,3.1308,24,10.4,0,Spring
2023-03-09,MTR-010,39.7527,1.6564,2.6781,0.5099,24,10.4,0,Spring
2023-03-09,MTR-011,105.9429,4.4143,7.0561,1.4835,24,10.4,0,Spring
2023-03-09,MTR-012,184.1058,7.6711,12.2492,2.2065,24,10.4,0,Spring
2023-03-10,MTR-001,39.879,1.6616,2.6964,0.535,24,10.95,0,Spring
2023-03-10,MTR-002,115.0587,4.7941,7.7426,1.6525,24,10.95,0,Spring
2023-03-10,MTR-003,176.5268,7.3553,11.3726,2.1465,24,10.95,0,Spring
2023-03-10,MTR-004,46.5989,1.9416,3.0644,0.6688,24,10.95,0,Spring
2023-03-10,MTR-005,114.654,4.7772,7.7546,1.4858,24,10.95,0,Spring
2023-03-10,MTR-006,174.6202,7.2758,12.6592,2.156,24,10.95,0,Spring
2023-03-10,MTR-007,40.3662,1.6819,3.892,0.2212,24,10.95,0,Spring
2023-03-10,MTR-008,115.0505,4.7938,7.5473,1.5884,24,10.95,0,Spring
2023-03-10,MTR-009,216.3086,9.0129,14.4499,2.851,24,10.95,0,Spring
2023-03-10,MTR-010,39.9734,1.6656,2.7956,0.5823,24,10.95,0,Spring
2023-03-10,MTR-011,102.443,4.2685,7.7182,1.4384,24,10.95,0,Spring
2023-03-10,MTR-012,170.684,7.1118,12.4153,2.3963,24,10.95,0,Spring
2023-03-11,MTR-001,42.0019,1.7501,2.8543,0.2737,24,10.69,1,Spring
2023-03-11,MTR-002,99.3448,4.1394,21.2277,1.1264,24,10.69,1,Spring
2023-03-11,MTR-003,124.8988,5.2041,9.2132,1.8184,24,10.69,1,Spring
2023-03-11,MTR-004,52.1721,2.1738,3.725,0.6771,24,10.69,1,Spring
2023-03-11,MTR-005,83.8714,3.4946,5.9629,1.1191,24,10.69,1,Spring
2023-03-11,MTR-006,123.7818,5.1576,8.9855,1.8029,24,10.69,1,Spring
2023-03-11,MTR-007,42.125,1.7552,2.8538,0.6772,24,10.69,1,Spring
2023-03-11,MTR-008,95.7675,3.9903,16.5789,0.9593,24,10.69,1,Spring
2023-03-11,MTR-009,154.5148,6.4381,10.6215,2.3432,24,10.69,1,Spring
2023-03-11,MTR-010,42.8781,1.7866,2.8651,0.6291,24,10.69,1,Spring
2023-03-11,MTR-011,77.3794,3.2241,5.4987,1.0212,24,10.69,1,Spring
2023-03-11,MTR-012,125.3879,5.2245,9.1021,1.7711,24,10.69,1,Spring
2023-03-12,MTR-001,48.123,2.0051,7.7385,0.5944,24,10.73,1,Spring
2023-03-12,MTR-002,87.7209,3.655,7.8548,1.0807,24,10.73,1,Spring
2023-03-12,MTR-003,123.3693,5.1404,9.2168,1.6905,24,10.73,1,Spring
2023-03-12,MTR-004,50.1332,2.0889,3.657,0.6908,24,10.73,1,Spring
2023-03-12,MTR-005,81.4887,3.3954,6.3142,1.0698,24,10.73,1,Spring
2023-03-12,MTR-006,126.9663,5.2903,9.0865,1.6117,24,10.73,1,Spring
2023-03-12,MTR-007,47.9864,1.9994,9.1953,0.6215,24,10.73,1,Spring
2023-03-12,MTR-008,83.6686,3.4862,5.9354,1.1933,24,10.73,1,Spring
2023-03-12,MTR-009,157.1934,6.5497,10.0701,1.9717,24,10.73,1,Spring
2023-03-12,MTR-010,42.9168,1.7882,3.1218,0.1368,24,10.73,1,Spring
2023-03-12,MTR-011,74.687,3.112,5.3961,1.0423,24,10.73,1,Spring
2023-03-12,MTR-012,121.4659,5.0611,8.558,1.6873,24,10.73,1,Spring
2023-03-13,MTR-001,39.3224,1.6384,2.8072,0.5457,24,11.28,0,Spring
2023-03-13,MTR-002,114.5561,4.7732,7.815,1.6092,24,11.28,0,Spring
2023-03-13,MTR-003,168.6361,7.0265,12.2491,2.2029,24,11.28,0,Spring
2023-03-13,MTR-004,45.5287,1.897,3.1632,0.6867,24,11.28,0,Spring
2023-03-13,MTR-005,115.3187,4.8049,7.3404,1.5357,24,11.28,0,Spring
2023-03-13,MTR-006,176.9015,7.3709,12.6493,2.2335,24,11.28,0,Spring
2023-03-13,MTR-007,38.6282,1.6095,2.7933,0.5029,24,11.28,0,Spring
2023-03-13,MTR-008,115.9915,4.833,8.4292,1.4092,24,11.28,0,Spring
2023-03-13,MTR-009,237.5007,9.8959,37.7679,1.0213,24,11.28,0,Spring
2023-03-13,MTR-010,36.5775,1.5241,3.0221,0.1088,24,11.28,0,Spring
2023-03-13,MTR-011,105.7201,4.405,7.2235,1.3792,24,11.28,0,Spring
2023-03-13,MTR-012,169.9135,7.0797,11.5964,2.0951,24,11.28,0,Spring
2023-03-14,MTR-001,39.8884,1.662,2.8663,0.5295,24,11.55,0,Spring
2023-03-14,MTR-002,111.3917,4.6413,7.9315,1.544,24,11.55,0,Spring
2023-03-14,MTR-003,170.6818,7.1117,12.8355,2.2758,24,11.55,0,Spring
2023-03-14,MTR-004,46.2244,1.926,3.2317,0.5726,24,11.55,0,Spring
2023-03-14,MTR-005,114.3297,4.7637,8.0743,1.5168,24,11.55,0,Spring
2023-03-14,MTR-006,177.8809,7.4117,12.5384,2.444,24,11.55,0,Spring
2023-03-14,MTR-007,37.8422,1.5768,2.7697,0.5286,24,11.55,0,Spring
2023-03-14,MTR-008,117.5723,4.8988,8.7825,1.4924,24,11.55,0,Spring
2023-03-14,MTR-009,217.7828,9.0743,14.9303,3.0703,24,11.55,0,Spring
2023-03-14,MTR-010,40.2245,1.676,2.8149,0.5506,24,11.55,0,Spring
2023-03-14,MTR-011,105.2055,4.3836,7.7059,1.4708,24,11.55,0,Spring
2023-03-14,MTR-012,170.2377,7.0932,12.8505,2.3657,24,11.55,0,Spring
2023-03-15,MTR-001,38.6452,1.6102,2.8853,0.5493,24,11.75,0,Spring
2023-03-15,MTR-002,114.4498,4.7687,7.7595,1.5736,24,11.75,0,Spring
2023-03-15,MTR-003,187.9479,7.8312,19.5898,2.4878,24,11.75,0,Spring
2023-03-15,MTR-004,54.969,2.2904,11.1241,0.6268,24,11.75,0,Spring
2023-03-15,MTR-005,114.5037,4.771,8.315,1.6426,24,11.75,0,Spring
2023-03-15,MTR-006,172.9682,7.207,12.6197,2.246,24,11.75,0,Spring
2023-03-15,MTR-007,39.5638,1.6485,2.6987,0.4728,24,11.75,0,Spring
2023-03-15,MTR-008,115.47,4.8112,8.3994,1.7639,24,11.75,0,Spring
2023-03-15,MTR-009,212.073,8.8364,15.1323,3.1398,24,11.75,0,Spring
2023-03-15,MTR-010,39.8611,1.6609,2.9505,0.5093,24,11.75,0,Spring
2023-03-15,MTR-011,106.9751,4.4573,7.2498,1.4261,24,11.75,0,Spring
2023-03-15,MTR-012,166.8092,6.9504,11.485,2.2103,24,11.75,0,Spring
2023-03-16,MTR-001,40.0252,1.6677,2.649,0.6169,24,11.55,0,Spring
2023-03-16,MTR-002,114.1355,4.7556,8.0124,1.6134,24,11.55,0,Spring
2023-03-16,MTR-003,170.4286,7.1012,12.7054,2.4518,24,11.55,0,Spring
2023-03-16,MTR-004,46.0295,1.9179,3.205,0.7485,24,11.55,0,Spring
2023-03-16,MTR-005,109.945,4.581,7.5523,1.5982,24,11.55,0,Spring
2023-03-16,MTR-006,179.9237,7.4968,14.037,2.4935,24,11.55,0,Spring
2023-03-16,MTR-007,38.1052,1.5877,2.7991,0.5848,24,11.55,0,Spring
2023-03-16,MTR-008,117.4236,4.8927,8.1458,1.6585,24,11.55,0,Spring
2023-03-16,MTR-009,216.7556,9.0315,16.1499,3.0281,24,11.55,0,Spring
2023-03-16,MTR-010,38.0015,1.5834,2.9515,0.1906,24,11.55,0,Spring
2023-03-16,MTR-011,104.3905,4.3496,7.4315,1.4196,24,11.55,0,Spring
2023-03-16,MTR-012,174.0797,7.2533,13.5459,2.6455,24,11.55,0,Spring
2023-03-17,MTR-001,36.3979,1.5166,2.5613,0.5105,24,12.35,0,Spring
2023-03-17,MTR-002,113.5937,4.7331,9.0454,1.4513,24,12.35,0,Spring
2023-03-17,MTR-003,167.158,6.9649,11.4419,2.1298,24,12.35,0,Spring
2023-03-17,MTR-004,46.6578,1.9441,3.055,0.6615,24,12.35,0,Spring
2023-03-17,MTR-005,111.4519,4.6438,8.2593,1.4805,24,12.35,0,Spring
2023-03-17,MTR-006,172.6911,7.1955,12.346,2.4855,24,12.35,0,Spring
2023-03-17,MTR-007,41.2673,1.7195,3.737,0.563,24,12.35,0,Spring
2023-03-17,MTR-008,115.3219,4.8051,8.0258,1.7309,24,12.35,0,Spring
2023-03-17,MTR-009,206.6348,8.6098,13.8984,2.5805,24,12.35,0,Spring
2023-03-17,MTR-010,36.9875,1.5411,2.5326,0.3261,24,12.35,0,Spring
2023-03-17,MTR-011,102.0726,4.253,6.9608,1.4232,24,12.35,0,Spring
2023-03-17,MTR-012,166.2058,6.9252,12.688,2.5233,24,12.35,0,Spring
2023-03-18,MTR-001,41.9076,1.7462,3.2199,0.6133,24,12.19,1,Spring
2023-03-18,MTR-002,83.6702,3.4863,5.3363,1.1501,24,12.19,1,Spring
2023-03-18,MTR-003,127.5325,5.3139,8.7236,1.6958,24,12.19,1,Spring
2023-03-18,MTR-004,49.5884,2.0662,3.8409,0.7263,24,12.19,1,Spring
2023-03-18,MTR-005,80.0528,3.3355,6.2716,1.1063,24,12.19,1,Spring
2023-03-18,MTR-006,129.0726,5.378,9.1053,1.7585,24,12.19,1,Spring
2023-03-18,MTR-007,43.307,1.8045,2.8614,0.6034,24,12.19,1,Spring
2023-03-18,MTR-008,82.3966,3.4332,5.3522,1.1258,24,12.19,1,Spring
2023-03-18,MTR-009,166.6923,6.9455,17.5018,2.104,24,12.19,1,Spring
2023-03-18,MTR-010,41.5544,1.7314,2.8173,0.5928,24,12.19,1,Spring
2023-03-18,MTR-011,76.1835,3.1743,5.5328,1.0405,24,12.19,1,Spring
2023-03-18,MTR-012,126.4156,5.2673,8.489,1.589,24,12.19,1,Spring
2023-03-19,MTR-001,42.4095,1.7671,3.1338,0.5267,24,12.33,1,Spring
2023-03-19,MTR-002,81.3573,3.3899,5.6628,1.1584,24,12.33,1,Spring
2023-03-19,MTR-003,120.3248,5.0135,8.99,0.407,24,12.33,1,Spring
2023-03-19,MTR-004,49.1277,2.047,3.4653,0.6066,24,12.33,1,Spring
2023-03-19,MTR-005,80.6376,3.3599,5.2665,1.1991,24,12.33,1,Spring
2023-03-19,MTR-006,125.4791,5.2283,8.7875,1.7371,24,12.33,1,Spring
2023-03-19,MTR-007,41.6517,1.7355,3.0489,0.627,24,12.33,1,Spring
2023-03-19,MTR-008,83.5717,3.4822,5.9937,0.9087,24,12.33,1,Spring
2023-03-19,MTR-009,171.0046,7.1252,33.0656,1.9953,24,12.33,1,Spring
2023-03-19,MTR-010,42.2871,1.762,2.8596,0.5718,24,12.33,1,Spring
2023-03-19,MTR-011,75.2943,3.1373,5.1804,1.0775,24,12.33,1,Spring
2023-03-19,MTR-012,119.9425,4.9976,9.1758,1.5093,24,12.33,1,Spring
2023-03-20,MTR-001,39.5251,1.6469,3.1777,0.5129,24,12.18,0,Spring
2023-03-20,MTR-002,112.7821,4.6993,7.2647,1.544,24,12.18,0,Spring
2023-03-20,MTR-003,170.4098,7.1004,12.0801,2.2768,24,12.18,0,Spring
2023-03-20,MTR-004,44.1396,1.8392,3.0621,0.4003,24,12.19,0,Spring
2023-03-20,MTR-005,110.375,4.599,7.7224,1.3972,24,12.18,0,Spring
2023-03-20,MTR-006,171.7983,7.1583,12.1389,2.2712,24,12.18,0,Spring
2023-03-20,MTR-007,38.486,1.6036,2.5804,0.4926,24,12.18,0,Spring
2023-03-20,MTR-008,116.8044,4.8669,8.2246,1.5399,24,12.18,0,Spring
2023-03-20,MTR-009,222.696,9.279,14.9385,2.6383,24,12.18,0,Spring
2023-03-20,MTR-010,39.6064,1.6503,2.7142,0.5239,24,12.19,0,Spring
2023-03-20,MTR-011,103.9824,4.3326,7.6137,1.4168,24,12.19,0,Spring
2023-03-20,MTR-012,164.9381,6.8724,11.5368,0.2774,24,12.18,0,Spring
2023-03-21,MTR-001,38.2257,1.5927,2.504,0.5269,24,12.42,0,Spring
2023-03-21,MTR-002,130.9178,5.4549,24.9639,1.5173,24,12.42,0,Spring
2023-03-21,MTR-003,165.1898,6.8829,11.8076,0.3442,24,12.42,0,Spring
2023-03-21,MTR-004,45.1477,1.8812,3.4596,0.5986,24,12.42,0,Spring
2023-03-21,MTR-005,110.6332,4.6097,7.6319,1.5857,24,12.42,0,Spring
2023-03-21,MTR-006,164.7077,6.8628,12.644,1.5634,24,12.42,0,Spring
2023-03-21,MTR-007,38.0207,1.5842,2.6738,0.5225,24,12.42,0,Spring
2023-03-21,MTR-008,114.4946,4.7706,7.4567,1.6582,24,12.42,0,Spring
2023-03-21,MTR-009,210.6815,8.7784,14.7135,2.879,24,12.42,0,Spring
2023-03-21,MTR-010,38.4108,1.6005,2.7233,0.4706,24,12.42,0,Spring
2023-03-21,MTR-011,98.5353,4.1056,7.324,0.3635,24,12.42,0,Spring
2023-03-21,MTR-012,170.7601,7.115,11.5741,2.1622,24,12.42,0,Spring
2023-03-22,MTR-001,41.9068,1.7461,3.0613,0.5073,24,12.25,0,Spring
2023-03-22,MTR-002,112.3797,4.6825,7.313,1.6468,24,12.25,0,Spring
2023-03-22,MTR-003,170.4563,7.1023,11.4413,2.3849,24,12.25,0,Spring
2023-03-22,MTR-004,47.8756,1.9948,4.7548,0.5868,24,12.25,0,Spring
2023-03-22,MTR-005,107.4549,4.4773,8.3765,0.3541,24,12.25,0,Spring
2023-03-22,MTR-006,174.1086,7.2545,13.6021,2.4031,24,12.25,0,Spring
2023-03-22,MTR-007,38.2578,1.5941,2.7178,0.2044,24,12.25,0,Spring
2023-03-22,MTR-008,114.5748,4.774,8.0054,1.433,24,12.25,0,Spring
2023-03-22,MTR-009,220.5434,9.1893,14.7057,3.1229,24,12.25,0,Spring
2023-03-22,MTR-010,38.9638,1.6235,2.6562,0.5295,24,12.25,0,Spring
2023-03-22,MTR-011,104.4506,4.3521,7.0327,1.3751,24,12.25,0,Spring
2023-03-22,MTR-012,177.5847,7.3994,23.1388,0.5721,24,12.25,0,Spring
2023-03-23,MTR-001,37.7566,1.5732,2.484,0.5143,24,13.28,0,Spring
2023-03-23,MTR-002,109.6201,4.5675,7.2382,1.3263,24,13.28,0,Spring
2023-03-23,MTR-003,167.8037,6.9918,11.8428,2.2189,24,13.28,0,Spring
2023-03-23,MTR-004,45.0195,1.8758,3.1667,0.6258,24,13.28,0,Spring
2023-03-23,MTR-005,107.6665,4.4861,7.5646,1.3983,24,13.28,0,Spring
2023-03-23,MTR-006,169.1376,7.0474,11.9345,2.2051,24,13.28,0,Spring
2023-03-23,MTR-007,46.3649,1.9319,7.3854,0.5263,24,13.28,0,Spring
2023-03-23,MTR-008,138.0067,5.7503,34.3815,1.4918,24,13.28,0,Spring
2023-03-23,MTR-009,208.6721,8.6947,16.0821,2.9652,24,13.28,0,Spring
2023-03-23,MTR-010,38.0166,1.584,2.7728,0.5313,24,13.28,0,Spring
2023-03-23,MTR-011,104.5793,4.3575,7.385,1.3045,24,13.28,0,Spring
2023-03-23,MTR-012,163.4441,6.8102,10.6142,2.2921,24,13.28,0,Spring
2023-03-24,MTR-001,37.5191,1.5633,2.853,0.5034,24,13.65,0,Spring
2023-03-24,MTR-002,109.9128,4.5797,8.29,1.5838,24,13.65,0,Spring
2023-03-24,MTR-003,168.4771,7.0199,11.7417,2.4204,24,13.65,0,Spring
2023-03-24,MTR-004,45.6191,1.9008,3.5815,0.6178,24,13.65,0,Spring
2023-03-24,MTR-005,108.7838,4.5327,7.9788,1.5816,24,13.65,0,Spring
2023-03-24,MTR-006,169.6345,7.0681,11.4846,2.3815,24,13.65,0,Spring
2023-03-24,MTR-007,36.3048,1.5127,2.2278,0.4868,24,13.65,0,Spring
2023-03-24,MTR-008,114.9335,4.7889,8.9143,1.6389,24,13.65,0,Spring
2023-03-24,MTR-009,207.3866,8.6411,16.1734,2.8514,24,13.65,0,Spring
2023-03-24,MTR-010,43.0296,1.7929,5.9985,0.5484,24,13.65,0,Spring
2023-03-24,MTR-011,104.2861,4.3453,8.5012,1.3325,24,13.65,0,Spring
2023-03-24,MTR-012,164.6402,6.86,11.986,2.2057,24,13.65,0,Spring
2023-03-25,MTR-001,46.1509,1.923,8.27,0.1326,24,13.64,1,Spring
2023-03-25,MTR-002,81.9176,3.4132,5.9642,1.177,24,13.64,1,Spring
2023-03-25,MTR-003,119.1673,4.9653,8.3558,1.536,24,13.64,1,Spring
2023-03-25,MTR-004,50.8034,2.1168,3.6215,0.6014,24,13.64,1,Spring
2023-03-25,MTR-005,77.1711,3.2155,5.1897,1.1351,24,13.64,1,Spring
2023-03-25,MTR-006,121.837,5.0765,9.3445,1.5838,24,13.64,1,Spring
2023-03-25,MTR-007,40.6723,1.6947,3.1695,0.5953,24,13.64,1,Spring
2023-03-25,MTR-008,81.1497,3.3812,6.3574,1.0683,24,13.64,1,Spring
2023-03-25,MTR-009,167.0061,6.9586,27.0433,2.0397,24,13.64,1,Spring
2023-03-25,MTR-010,39.3761,1.6407,2.9837,0.415,24,13.64,1,Spring
2023-03-25,MTR-011,71.9283,2.997,4.768,0.9554,24,13.64,1,Spring
2023-03-25,MTR-012,116.8583,4.8691,8.6971,1.609,24,13.64,1,Spring
2023-03-26,MTR-001,41.8427,1.7434,3.0907,0.5298,24,14.16,1,Spring
2023-03-26,MTR-002,78.4847,3.2702,5.5067,1.0266,24,14.16,1,Spring
2023-03-26,MTR-003,119.6403,4.985,8.5018,1.7177,24,14.16,1,Spring
2023-03-26,MTR-004,54.4341,2.2681,5.2941,0.6526,24,14.16,1,Spring
2023-03-26,MTR-005,75.833,3.1597,5.0003,1.0477,24,14.16,1,Spring
2023-03-26,MTR-006,138.0446,5.7519,20.8435,1.5346,24,14.16,1,Spring
2023-03-26,MTR-007,40.3171,1.6799,2.6789,0.528,24,14.16,1,Spring
2023-03-26,MTR-008,79.828,3.3262,5.9098,1.0473,24,14.16,1,Spring
2023-03-26,MTR-009,148.7465,6.1978,10.0393,1.8441,24,14.16,1,Spring
2023-03-26,MTR-010,41.533,1.7305,2.9573,0.52,24,14.16,1,Spring
2023-03-26,MTR-011,74.8177,3.1174,5.7245,0.8928,24,14.16,1,Spring
2023-03-26,MTR-012,118.8608,4.9525,9.0541,1.6556,24,14.16,1,Spring
2023-03-27,MTR-001,37.2625,1.5526,2.7717,0.5352,24,13.64,0,Spring
2023-03-27,MTR-002,111.9365,4.664,7.4062,1.5782,24,13.64,0,Spring
2023-03-27,MTR-003,157.6886,6.5704,10.7323,2.0201,24,13.64,0,Spring
2023-03-27,MTR-004,45.3651,1.8902,3.1836,0.5714,24,13.64,0,Spring
2023-03-27,MTR-005,103.4843,4.3118,7.8463,1.4947,24,13.64,0,Spring
2023-03-27,MTR-006,172.2574,7.1774,12.7039,2.3361,24,13.64,0,Spring
2023-03-27,MTR-007,37.181,1.5492,2.4699,0.5001,24,13.64,0,Spring
2023-03-27,MTR-008,114.4063,4.7669,9.1387,1.5956,24,13.64,0,Spring
2023-03-27,MTR-009,208.0925,8.6705,15.4708,3.0185,24,13.64,0,Spring
2023-03-27,MTR-010,39.0772,1.6282,2.956,0.5276,24,13.64,0,Spring
2023-03-27,MTR-011,98.9107,4.1213,7.4489,1.2475,24,13.64,0,Spring
2023-03-27,MTR-012,162.5905,6.7746,10.8104,2.3251,24,13.64,0,Spring
2023-03-28,MTR-001,37.973,1.5822,2.6999,0.5376,24,14.36,0,Spring
2023-03-28,MTR-002,111.2438,4.6352,7.7761,1.462,24,14.36,0,Spring
2023-03-28,MTR-003,169.4308,7.0596,11.5502,2.4231,24,14.36,0,Spring
2023-03-28,MTR-004,42.6581,1.7774,3.2529,0.1057,24,14.36,0,Spring
2023-03-28,MTR-005,109.9285,4.5804,9.7017,0.443,24,14.36,0,Spring
2023-03-28,MTR-006,164.4548,6.8523,11.6184,1.1827,24,14.36,0,Spring
2023-03-28,MTR-007,36.9701,1.5404,2.6292,0.5255,24,14.36,0,Spring
2023-03-28,MTR-008,117.8585,4.9108,8.4669,1.4757,24,14.36,0,Spring
2023-03-28,MTR-009,211.8682,8.8278,14.5892,2.9137,24,14.36,0,Spring
2023-03-28,MTR-010,47.4663,1.9778,7.3616,0.5787,24,14.36,0,Spring
2023-03-28,MTR-011,101.7072,4.2378,7.2011,1.4837,24,14.36,0,Spring
2023-03-28,MTR-012,160.582,6.6909,11.2389,2.1724,24,14.36,0,Spring
2023-03-29,MTR-001,37.3495,1.5562,2.5705,0.5075,24,14.96,0,Spring
2023-03-29,MTR-002,108.2524,4.5105,7.8253,0.9805,24,14.96,0,Spring
2023-03-29,MTR-003,164.5886,6.8579,10.7806,2.3425,24,14.96,0,Spring
2023-03-29,MTR-004,43.2164,1.8007,3.4184,0.4294,24,14.96,0,Spring
2023-03-29,MTR-005,117.6139,4.9006,15.3737,1.2716,24,14.96,0,Spring
2023-03-29,MTR-006,164.9408,6.8725,12.196,2.3114,24,14.96,0,Spring
2023-03-29,MTR-007,41.7306,1.7388,6.5091,0.5047,24,14.96,0,Spring
2023-03-29,MTR-008,112.9362,4.7057,9.0116,1.4055,24,14.96,0,Spring
2023-03-29,MTR-009,199.8614,8.3276,13.833,2.7517,24,14.96,0,Spring
2023-03-29,MTR-010,38.0352,1.5848,2.4659,0.5347,24,14.96,0,Spring
2023-03-29,MTR-011,102.3506,4.2646,7.5595,1.297,24,14.96,0,Spring
2023-03-29,MTR-012,159.8045,6.6585,12.1625,2.0958,24,14.96,0,Spring
2023-03-30,MTR-001,37.1215,1.5467,2.5986,0.3075,24,14.98,0,Spring
2023-03-30,MTR-002,108.8436,4.5351,8.1854,1.4168,24,14.98,0,Spring
2023-03-30,MTR-003,160.5038,6.6877,11.5816,2.0621,24,14.98,0,Spring
2023-03-30,MTR-004,44.6549,1.8606,3.0235,0.6322,24,14.99,0,Spring
2023-03-30,MTR-005,106.2923,4.4288,7.5574,1.2486,24,14.99,0,Spring
2023-03-30,MTR-006,195.4629,8.1443,31.7162,2.2835,24,14.98,0,Spring
2023-03-30,MTR-007,36.4043,1.5168,2.5712,0.4714,24,14.99,0,Spring
2023-03-30,MTR-008,111.9004,4.6625,8.0837,1.3328,24,14.99,0,Spring
2023-03-30,MTR-009,237.6129,9.9005,38.5297,2.516,24,14.99,0,Spring
2023-03-30,MTR-010,38.5081,1.6045,2.8081,0.54,24,14.99,0,Spring
2023-03-30,MTR-011,99.3305,4.1388,7.458,0.2402,24,14.99,0,Spring
2023-03-30,MTR-012,165.0052,6.8752,12.2577,1.9451,24,14.99,0,Spring
2023-03-31,MTR-001,36.2342,1.5098,2.8881,0.225,24,14.96,0,Spring
2023-03-31,MTR-002,109.8359,4.5765,7.6019,1.5014,24,14.96,0,Spring
2023-03-31,MTR-003,158.9389,6.6225,11.0037,2.057,24,14.96,0,Spring
