year,week_of_year,meter_id,total_consumption,avg_consumption,reading_count
2023,51,MTR-003,1227.7565,7.3081,168
2023,51,MTR-004,367.5617,2.1879,168
2023,51,MTR-005,814.2504,4.8467,168
2023,51,MTR-006,1241.2897,7.3886,168
2023,51,MTR-007,308.8882,1.8386,168
2023,51,MTR-008,831.7382,4.9508,168
2023,51,MTR-009,1587.1169,9.4471,168
2023,51,MTR-010,338.0644,2.0123,168
2023,51,MTR-011,764.3321,4.5496,168
2023,51,MTR-012,1249.1049,7.4351,168
2023,52,MTR-001,329.0517,1.9586,168
2023,52,MTR-002,837.3169,4.984,168
2023,52,MTR-003,1275.9111,7.5947,168
2023,52,MTR-004,368.5522,2.1938,168
2023,52,MTR-005,816.9884,4.863,168
2023,52,MTR-006,1271.2032,7.5667,168
2023,52,MTR-007,315.3377,1.877,168
2023,52,MTR-008,844.1766,5.0249,168
2023,52,MTR-009,1550.0659,9.2266,168
2023,52,MTR-010,309.4474,1.8419,168
2023,52,MTR-011,754.4752,4.4909,168
2023,52,MTR-012,1264.173,7.5248,168
