date,weather_condition,temperature_band,avg_temperature,avg_humidity,total_consumption,avg_consumption,reading_count
2023-02-12,Clear,Cold,9.52,78.18,301.2152,5.0203,60
2023-02-12,Clear,Very Cold,3.02,67.97,41.1283,3.4274,12
2023-02-12,Cloudy,Very Cold,2.96,89.72,109.5438,2.2822,48
2023-02-12,Cloudy,Cold,9.62,74.31,200.9388,5.5816,36
2023-02-12,Fog,Very Cold,4.89,88.47,61.2464,5.1039,12
2023-02-12,Fog,Cold,7.57,78.61,76.4281,3.1845,24
2023-02-12,Rain,Cold,10.0,73.72,263.6408,4.394,60
2023-02-12,Rain,Very Cold,4.1,80.56,32.5389,2.7116,12
2023-02-12,Snow,Very Cold,0.0,84.43,17.0364,1.4197,12
2023-02-12,Storm,Very Cold,3.7,75.32,25.8687,2.1557,12
2023-02-13,Clear,Cold,8.12,78.18,620.5837,5.7461,108
2023-02-13,Clear,Very Cold,2.97,72.82,88.5693,3.6904,24
2023-02-13,Cloudy,Cold,8.67,76.63,348.7924,5.8132,60
2023-02-13,Cloudy,Very Cold,2.2,86.71,67.2575,1.8683,36
2023-02-13,Rain,Cold,9.66,73.91,139.7965,5.8249,24
2023-02-13,Snow,Very Cold,0.11,88.16,46.209,3.8508,12
2023-02-13,Storm,Cold,12.48,76.73,151.0637,6.2943,24
2023-02-14,Clear,Cold,9.36,74.93,301.3191,6.2775,48
2023-02-14,Cloudy,Cold,11.08,75.35,195.45,5.4292,36
2023-02-14,Cloudy,Very Cold,3.55,80.39,180.4364,3.7591,48
2023-02-14,Fog,Cold,8.31,75.45,189.8642,5.274,36
2023-02-14,Rain,Very Cold,4.54,71.8,25.0449,2.0871,12
2023-02-14,Rain,Cold,8.44,80.83,399.1959,5.5444,72
2023-02-14,Snow,Cold,9.11,70.39,57.4714,4.7893,12
2023-02-14,Snow,Very Cold,1.49,87.77,43.5635,3.6303,12
2023-02-14,Storm,Cold,6.76,80.9,30.6124,2.551,12
2023-02-15,Clear,Very Cold,3.91,83.53,162.2307,3.3798,48
2023-02-15,Clear,Cold,9.43,75.68,245.2511,4.0875,60
2023-02-15,Cloudy,Cold,7.1,79.37,242.7117,5.0565,48
2023-02-15,Rain,Very Cold,4.14,75.17,108.9758,4.5407,24
2023-02-15,Rain,Cold,10.69,75.73,326.6798,6.8058,48
2023-02-15,Snow,Cold,9.24,81.19,75.8847,6.3237,12
2023-02-15,Storm,Cold,10.69,76.75,232.744,6.4651,36
2023-02-15,Storm,Very Cold,2.09,82.52,61.6853,5.1404,12
2023-02-16,Clear,Very Cold,2.83,79.59,89.9984,3.7499,24
2023-02-16,Clear,Cold,8.49,79.92,524.4408,6.2433,84
2023-02-16,Cloudy,Cold,10.97,73.5,327.2252,5.4538,60
2023-02-16,Cloudy,Very Cold,3.24,79.89,187.426,3.9047,48
2023-02-16,Fog,Very Cold,1.65,84.98,82.254,6.8545,12
2023-02-16,Rain,Cold,10.17,78.01,178.3998,4.9556,36
2023-02-16,Rain,Very Cold,2.8,84.65,21.1727,1.7644,12
2023-02-16,Storm,Cold,6.11,82.12,25.5506,2.1292,12
2023-02-17,Clear,Cold,9.66,83.52,346.629,5.7772,60
2023-02-17,Cloudy,Very Cold,4.24,78.69,196.1072,3.2685,60
2023-02-17,Cloudy,Cold,9.3,75.19,356.1057,7.4189,48
2023-02-17,Fog,Cold,8.37,77.88,154.7991,6.45,24
2023-02-17,Fog,Very Cold,4.54,75.7,56.1543,4.6795,12
2023-02-17,Rain,Cold,12.46,78.74,143.9292,5.997,24
2023-02-17,Rain,Very Cold,4.57,81.56,86.0234,3.5843,24
2023-02-17,Snow,Very Cold,2.69,82.12,20.3138,1.6928,12
2023-02-17,Snow,Cold,12.49,76.07,55.3306,4.6109,12
2023-02-17,Storm,Cold,5.68,80.47,35.6574,2.9714,12
2023-02-18,Clear,Very Cold,2.88,80.34,65.8122,2.7422,24
2023-02-18,Clear,Cold,10.22,82.06,369.9135,4.4037,84
2023-02-18,Cloudy,Very Cold,1.22,85.58,76.3386,2.1205,36
2023-02-18,Cloudy,Cold,9.39,79.18,263.5048,4.3917,60
2023-02-18,Rain,Cold,10.45,76.82,240.5271,5.011,48
2023-02-18,Snow,Very Cold,1.17,83.2,27.2777,2.2731,12
2023-02-18,Storm,Very Cold,2.8,81.03,32.9352,2.7446,12
2023-02-18,Storm,Cold,6.06,80.75,27.5844,2.2987,12
2023-02-19,Clear,Cold,9.52,74.41,455.9574,4.2218,108
2023-02-19,Clear,Mild,16.38,74.2,47.3052,3.9421,12
2023-02-19,Clear,Very Cold,4.62,86.62,62.6359,5.2197,12
2023-02-19,Cloudy,Very Cold,2.62,84.7,110.9566,3.0821,36
2023-02-19,Cloudy,Cold,6.71,84.1,14.7106,1.2259,12
2023-02-19,Rain,Very Cold,2.98,85.47,73.4053,3.0586,24
2023-02-19,Rain,Cold,8.27,77.04,128.7425,5.3643,24
2023-02-19,Snow,Very Cold,1.65,86.21,67.7608,2.8234,24
2023-02-19,Snow,Cold,10.3,69.42,45.5852,3.7988,12
2023-02-19,Storm,Cold,9.54,80.81,103.493,4.3122,24
2023-02-20,Clear,Very Cold,3.22,72.35,63.9793,2.6658,24
2023-02-20,Clear,Cold,10.9,79.93,247.9601,6.8878,36
2023-02-20,Cloudy,Cold,12.18,78.62,138.5393,5.7725,24
2023-02-20,Fog,Cold,9.44,75.5,222.2044,6.1723,36
2023-02-20,Rain,Very Cold,3.98,77.56,138.8285,3.8563,36
2023-02-20,Rain,Cold,9.02,79.36,342.3053,4.7542,72
2023-02-20,Snow,Cold,10.32,76.46,72.6508,6.0542,12
2023-02-20,Storm,Very Cold,3.14,86.91,25.1501,2.0958,12
2023-02-20,Storm,Cold,8.92,85.04,194.4589,5.4016,36
2023-02-21,Clear,Very Cold,2.69,77.63,44.021,3.6684,12
2023-02-21,Clear,Cold,10.78,78.64,403.6479,5.6062,72
2023-02-21,Cloudy,Cold,7.81,81.11,234.4533,3.9076,60
2023-02-21,Cloudy,Very Cold,3.09,82.76,107.3995,4.475,24
2023-02-21,Fog,Mild,15.79,69.21,70.804,5.9003,12
2023-02-21,Rain,Very Cold,3.82,89.08,94.0251,3.9177,24
2023-02-21,Rain,Cold,11.53,75.85,285.1833,5.9413,48
2023-02-21,Snow,Very Cold,0.95,84.84,55.5638,4.6303,12
2023-02-21,Storm,Cold,8.31,83.51,151.0235,6.2926,24
2023-02-22,Clear,Mild,15.06,74.69,105.1691,8.7641,12
2023-02-22,Clear,Cold,7.49,79.56,77.6706,6.4725,12
2023-02-22,Clear,Very Cold,3.44,74.01,21.7354,1.8113,12
2023-02-22,Cloudy,Cold,9.52,79.08,531.0435,5.5317,96
2023-02-22,Fog,Cold,9.23,78.38,134.1346,5.5889,24
2023-02-22,Fog,Very Cold,4.53,86.95,25.5834,2.132,12
2023-02-22,Rain,Cold,8.9,75.31,396.5784,5.508,72
2023-02-22,Rain,Very Cold,4.23,77.35,98.2215,4.0926,24
2023-02-22,Snow,Cold,5.95,89.65,40.3132,3.3594,12
2023-02-22,Storm,Cold,13.41,79.34,53.3301,4.4442,12
2023-02-23,Clear,Very Cold,3.0,78.92,24.9056,2.0755,12
2023-02-23,Clear,Cold,8.64,82.0,484.6495,5.0484,96
2023-02-23,Cloudy,Very Cold,4.9,94.2,79.0097,6.5841,12
2023-02-23,Cloudy,Cold,9.29,72.6,286.8922,5.9769,48
2023-02-23,Fog,Very Cold,1.22,87.82,92.3139,3.8464,24
2023-02-23,Fog,Cold,9.91,70.38,204.3734,5.677,36
2023-02-23,Rain,Very Cold,4.04,84.29,42.1905,3.5159,12
2023-02-23,Rain,Cold,9.49,79.37,187.9774,5.2216,36
2023-02-23,Storm,Very Cold,3.43,73.31,20.524,1.7103,12
2023-02-24,Clear,Cold,9.96,78.84,418.2807,5.8095,72
2023-02-24,Cloudy,Very Cold,3.45,75.75,24.86,2.0717,12
2023-02-24,Cloudy,Cold,9.59,74.59,366.8385,5.095,72
2023-02-24,Fog,Very Cold,2.8,86.34,74.3763,3.099,24
2023-02-24,Rain,Cold,9.44,77.02,403.5493,4.8042,84
2023-02-24,Rain,Very Cold,3.85,77.54,58.9624,4.9135,12
2023-02-24,Storm,Cold,12.65,70.67,54.462,4.5385,12
2023-02-25,Clear,Very Cold,3.44,81.56,77.2587,2.1461,36
2023-02-25,Clear,Cold,10.2,76.64,466.1689,4.3164,108
2023-02-25,Clear,Mild,16.65,64.62,53.8184,4.4849,12
2023-02-25,Cloudy,Very Cold,4.01,82.32,69.5173,2.8966,24
2023-02-25,Cloudy,Cold,10.8,73.36,171.5097,3.5731,48
2023-02-25,Fog,Cold,11.49,75.28,86.3682,3.5987,24
2023-02-25,Fog,Very Cold,4.63,84.25,32.5825,2.7152,12
2023-02-25,Rain,Cold,9.84,83.73,130.928,5.4553,24
2023-02-26,Clear,Mild,15.59,68.83,68.7394,5.7283,12
2023-02-26,Clear,Cold,11.12,76.96,404.8403,4.2171,96
2023-02-26,Cloudy,Cold,9.47,77.66,248.8706,4.1478,60
2023-02-26,Cloudy,Very Cold,3.53,84.41,71.232,1.9787,36
2023-02-26,Fog,Cold,7.6,79.67,66.2123,2.7588,24
2023-02-26,Rain,Very Cold,3.54,79.1,62.406,2.6002,24
2023-02-26,Rain,Cold,5.19,82.42,62.3072,5.1923,12
2023-02-26,Storm,Cold,10.88,67.95,122.8385,5.1183,24
2023-02-27,Clear,Cold,10.57,78.79,436.7713,6.0663,72
2023-02-27,Clear,Very Cold,3.51,79.99,159.9977,4.4444,36
2023-02-27,Cloudy,Cold,11.76,74.3,268.2024,5.5876,48
2023-02-27,Cloudy,Mild,15.78,66.94,65.6659,5.4722,12
2023-02-27,Fog,Very Cold,2.99,88.01,20.7618,1.7302,12
2023-02-27,Fog,Cold,7.75,80.04,34.7985,2.8999,12
2023-02-27,Rain,Very Cold,4.66,89.27,58.8309,4.9026,12
2023-02-27,Rain,Cold,10.86,78.64,277.3438,5.778,48
2023-02-27,Snow,Very Cold,4.77,71.95,24.4944,2.0412,12
2023-02-27,Storm,Cold,9.78,75.12,91.9177,3.8299,24
2023-02-28,Clear,Cold,8.48,85.7,158.7089,4.4086,36
2023-02-28,Cloudy,Cold,11.33,74.72,262.4171,7.2894,36
2023-02-28,Cloudy,Mild,15.37,72.99,88.3423,7.3619,12
2023-02-28,Fog,Cold,8.2,79.3,75.787,3.1578,24
2023-02-28,Rain,Cold,10.53,78.03,470.2466,5.5982,84
2023-02-28,Rain,Mild,15.79,78.34,57.0895,4.7575,12
2023-02-28,Rain,Very Cold,3.52,88.9,51.7043,4.3087,12
2023-02-28,Snow,Cold,6.23,83.31,32.1899,2.6825,12
2023-02-28,Snow,Very Cold,1.88,85.19,30.282,2.5235,12
2023-02-28,Storm,Very Cold,4.1,80.26,26.5724,2.2144,12
2023-02-28,Storm,Mild,15.02,63.14,91.726,7.6438,12
2023-02-28,Storm,Cold,9.96,77.41,91.7821,3.8243,24
2023-03-01,Clear,Cold,9.58,74.41,278.0459,4.6341,60
2023-03-01,Clear,Very Cold,4.85,80.93,77.5305,3.2304,24
2023-03-01,Clear,Mild,16.13,74.69,56.9731,4.7478,12
2023-03-01,Cloudy,Cold,11.68,67.53,69.2424,5.7702,12
2023-03-01,Fog,Cold,12.2,77.81,325.9061,6.7897,48
2023-03-01,Rain,Mild,16.63,78.72,53.7787,4.4816,12
2023-03-01,Rain,Cold,9.78,77.85,292.4645,4.8744,60
2023-03-01,Rain,Very Cold,3.84,79.84,25.2773,2.1064,12
2023-03-01,Snow,Very Cold,1.1,85.65,79.2662,3.3028,24
2023-03-01,Storm,Cold,11.93,73.09,159.7374,6.6557,24
2023-03-02,Clear,Cold,11.0,73.04,456.6589,5.4364,84
2023-03-02,Cloudy,Mild,16.05,77.19,143.1245,5.9635,24
2023-03-02,Cloudy,Cold,7.99,79.86,339.4947,4.0416,84
2023-03-02,Fog,Very Cold,3.38,79.37,33.7869,2.8156,12
2023-03-02,Fog,Cold,9.21,73.42,58.8066,4.9006,12
2023-03-02,Rain,Very Cold,3.34,82.6,43.3166,3.6097,12
2023-03-02,Rain,Cold,9.7,71.78,238.4047,4.9668,48
2023-03-02,Storm,Cold,7.1,86.14,77.6088,6.4674,12
2023-03-03,Clear,Cold,11.56,77.19,285.1102,5.9398,48
2023-03-03,Clear,Mild,15.67,74.67,70.2523,5.8544,12
2023-03-03,Cloudy,Cold,9.45,79.61,238.5639,4.9701,48
2023-03-03,Cloudy,Very Cold,3.17,82.76,52.9355,4.4113,12
2023-03-03,Cloudy,Mild,15.04,78.44,53.2735,4.4395,12
2023-03-03,Fog,Very Cold,3.4,82.92,32.3402,2.695,12
2023-03-03,Rain,Cold,8.63,76.57,231.0241,4.813,48
2023-03-03,Storm,Cold,8.84,80.52,410.524,4.2763,96
2023-03-04,Clear,Cold,10.96,75.18,469.7312,4.3494,108
2023-03-04,Cloudy,Cold,8.79,78.5,197.2295,3.2872,60
2023-03-04,Fog,Cold,7.83,78.11,72.1653,3.0069,24
2023-03-04,Fog,Very Cold,3.57,84.41,82.6366,3.4432,24
2023-03-04,Rain,Cold,10.16,80.68,193.3887,4.0289,48
2023-03-04,Storm,Cold,9.02,80.2,90.6493,3.7771,24
2023-03-05,Clear,Mild,17.04,69.91,47.7126,3.976,12
2023-03-05,Clear,Cold,10.15,80.73,292.6523,3.484,84
2023-03-05,Clear,Very Cold,4.5,84.1,102.1204,4.255,24
2023-03-05,Cloudy,Cold,10.06,79.39,164.7216,4.5756,36
2023-03-05,Fog,Cold,11.03,77.59,225.0578,3.751,60
2023-03-05,Rain,Cold,9.82,70.22,111.0309,3.0842,36
2023-03-05,Snow,Very Cold,3.17,86.86,23.2352,1.9363,12
2023-03-05,Storm,Cold,11.53,72.28,81.0048,3.3752,24
2023-03-06,Clear,Cold,9.28,78.02,356.7654,4.2472,84
2023-03-06,Clear,Mild,16.2,70.5,60.8946,5.0745,12
2023-03-06,Cloudy,Cold,8.48,75.74,227.3166,6.3144,36
2023-03-06,Cloudy,Very Cold,4.33,86.81,44.5166,1.8549,24
2023-03-06,Fog,Cold,12.67,79.3,148.0468,6.1686,24
2023-03-06,Rain,Cold,10.07,77.24,219.6941,6.1026,36
2023-03-06,Rain,Mild,15.07,70.38,69.6496,5.8041,12
2023-03-06,Rain,Very Cold,4.86,86.63,20.4157,1.7013,12
2023-03-06,Snow,Cold,11.87,67.96,55.7349,4.6446,12
2023-03-06,Storm,Cold,9.54,76.64,169.1648,4.699,36
2023-03-07,Clear,Mild,15.62,77.22,163.3174,6.8049,24
2023-03-07,Clear,Cold,9.45,78.11,399.2472,4.1588,96
2023-03-07,Cloudy,Cold,9.62,75.73,241.3519,5.0282,48
2023-03-07,Fog,Cold,8.37,82.05,127.3123,5.3047,24
2023-03-07,Fog,Very Cold,4.11,80.51,73.39,3.0579,24
2023-03-07,Rain,Cold,12.78,76.93,175.5265,4.8757,36
2023-03-07,Snow,Cold,11.88,83.07,76.5028,6.3752,12
2023-03-07,Storm,Cold,9.19,80.99,115.3978,4.8082,24
2023-03-08,Clear,Cold,10.03,77.33,392.3939,4.6714,84
2023-03-08,Cloudy,Cold,9.48,78.68,105.3737,4.3906,24
2023-03-08,Cloudy,Very Cold,3.94,74.2,19.7316,1.6443,12
2023-03-08,Cloudy,Mild,20.04,59.24,62.5699,5.2142,12
2023-03-08,Fog,Cold,8.38,77.21,50.5726,2.1072,24
2023-03-08,Fog,Mild,15.89,69.08,69.399,5.7833,12
2023-03-08,Rain,Cold,10.84,76.32,374.5457,5.202,72
2023-03-08,Rain,Mild,15.0,59.96,88.7865,7.3989,12
2023-03-08,Storm,Cold,10.16,76.26,150.0605,6.2525,24
2023-03-08,Storm,Mild,15.73,62.05,56.6991,4.7249,12
2023-03-09,Clear,Cold,11.69,76.51,603.4239,5.0285,120
2023-03-09,Clear,Mild,16.09,64.58,88.199,7.3499,12
2023-03-09,Cloudy,Very Cold,3.94,82.71,43.1429,3.5952,12
2023-03-09,Cloudy,Cold,8.38,80.36,279.6472,3.884,72
2023-03-09,Fog,Cold,7.44,89.74,31.3407,2.6117,12
2023-03-09,Fog,Mild,16.52,66.52,68.7089,5.7257,12
2023-03-09,Rain,Cold,11.59,75.85,156.9871,6.5411,24
2023-03-09,Rain,Very Cold,3.43,77.73,21.3142,1.7762,12
2023-03-09,Storm,Cold,11.69,81.72,73.6334,6.1361,12
2023-03-10,Clear,Cold,11.29,78.03,405.56,4.8281,84
2023-03-10,Clear,Mild,16.76,68.46,278.804,5.8084,48
2023-03-10,Cloudy,Cold,10.44,74.49,252.747,5.2656,48
2023-03-10,Fog,Cold,6.92,81.03,23.7349,1.9779,12
2023-03-10,Rain,Cold,11.64,78.56,54.0537,4.5045,12
2023-03-10,Rain,Very Cold,4.06,81.17,49.5467,4.1289,12
2023-03-10,Rain,Mild,16.01,75.55,65.6268,5.4689,12
2023-03-10,Snow,Cold,6.12,78.52,59.6709,2.4863,24
2023-03-10,Storm,Cold,8.02,82.95,162.4193,4.5116,36
2023-03-11,Clear,Cold,9.56,80.39,339.348,3.5349,96
2023-03-11,Clear,Mild,15.68,66.38,47.3332,3.9444,12
2023-03-11,Cloudy,Cold,8.76,77.82,279.7841,3.8859,72
2023-03-11,Cloudy,Mild,16.63,72.32,93.9084,3.9128,24
2023-03-11,Fog,Cold,12.89,75.97,72.8696,6.0725,12
2023-03-11,Fog,Mild,15.05,68.97,55.327,4.6106,12
2023-03-11,Snow,Cold,14.17,69.03,79.6579,3.3191,24
2023-03-11,Snow,Very Cold,4.16,83.07,15.2555,1.2713,12
2023-03-11,Storm,Cold,9.02,73.45,80.6398,3.36,24
2023-03-12,Clear,Mild,17.11,76.21,46.9361,3.9113,12
2023-03-12,Clear,Cold,11.03,73.6,258.9838,3.597,72
2023-03-12,Clear,Very Cold,4.94,70.72,15.3005,1.275,12
2023-03-12,Cloudy,Cold,9.67,76.79,100.6957,4.1957,24
2023-03-12,Fog,Mild,15.79,68.07,69.3568,5.7797,12
2023-03-12,Fog,Cold,11.94,71.7,47.0494,3.9208,12
2023-03-12,Fog,Very Cold,4.62,77.07,19.1484,1.5957,12
2023-03-12,Rain,Mild,16.07,78.48,51.8097,4.3175,12
2023-03-12,Rain,Very Cold,3.2,80.27,45.4999,3.7917,12
2023-03-12,Rain,Cold,12.23,78.61,265.5144,3.6877,72
2023-03-12,Storm,Cold,8.29,74.99,125.4248,3.484,36
2023-03-13,Clear,Cold,8.59,83.5,352.4728,4.1961,84
2023-03-13,Clear,Mild,16.77,78.73,134.9785,5.6241,24
2023-03-13,Cloudy,Cold,11.72,77.09,409.9841,4.2707,96
2023-03-13,Fog,Cold,8.85,81.53,124.0888,5.1704,24
2023-03-13,Fog,Mild,16.13,74.55,65.1409,5.4284,12
2023-03-13,Rain,Cold,11.18,77.3,184.5717,5.127,36
2023-03-13,Rain,Mild,15.95,70.88,93.3582,7.7799,12
2023-03-14,Clear,Cold,10.76,77.63,593.0851,4.9424,120
2023-03-14,Clear,Mild,16.91,70.02,109.4192,4.5591,24
2023-03-14,Cloudy,Cold,8.7,77.33,144.909,3.0189,48
2023-03-14,Cloudy,Mild,15.38,72.26,67.406,5.6172,12
2023-03-14,Fog,Cold,9.72,77.41,125.2791,5.22,24
2023-03-14,Fog,Mild,15.65,66.14,64.1901,5.3492,12
2023-03-14,Rain,Cold,11.71,79.53,173.6381,4.8233,36
2023-03-14,Rain,Mild,15.44,85.91,71.3353,5.9446,12
2023-03-15,Clear,Cold,12.92,70.62,316.5729,5.2762,60
2023-03-15,Clear,Mild,17.74,72.32,63.9506,5.3292,12
2023-03-15,Clear,Very Cold,4.9,89.29,23.464,1.9553,12
2023-03-15,Cloudy,Cold,8.58,80.66,149.884,3.1226,48
2023-03-15,Cloudy,Mild,15.82,75.69,89.721,7.4768,12
2023-03-15,Fog,Cold,7.95,82.21,47.6711,3.9726,12
2023-03-15,Rain,Mild,17.7,76.22,221.4453,6.1513,36
2023-03-15,Rain,Cold,10.5,76.15,372.9194,5.1794,72
2023-03-15,Storm,Cold,10.31,70.02,78.6077,3.2753,24
2023-03-16,Clear,Mild,16.38,69.76,198.3482,5.5097,36
2023-03-16,Clear,Cold,9.33,78.06,400.8681,4.1757,96
2023-03-16,Cloudy,Cold,9.47,82.13,90.6375,3.7766,24
2023-03-16,Cloudy,Mild,17.43,70.21,123.9172,5.1632,24
2023-03-16,Fog,Cold,10.47,77.68,179.2785,4.98,36
2023-03-16,Rain,Cold,12.09,76.69,245.6467,5.1176,48
2023-03-16,Storm,Cold,9.91,71.12,110.5474,4.6061,24
2023-03-17,Clear,Cold,10.98,75.28,356.8462,4.2482,84
2023-03-17,Clear,Mild,16.41,71.5,222.4022,6.1778,36
2023-03-17,Cloudy,Mild,16.22,73.41,121.9661,5.0819,24
2023-03-17,Cloudy,Cold,7.34,75.25,76.0829,3.1701,24
2023-03-17,Fog,Cold,11.34,75.3,109.2885,4.5537,24
2023-03-17,Rain,Cold,11.49,73.73,126.6637,3.5184,36
2023-03-17,Rain,Mild,17.14,71.45,205.6677,5.713,36
2023-03-17,Rain,Very Cold,3.98,87.93,25.3462,2.1122,12
2023-03-17,Storm,Cold,10.76,83.05,72.1768,6.0147,12
2023-03-18,Clear,Cold,13.59,72.68,230.6289,4.8048,48
2023-03-18,Clear,Mild,16.49,71.26,297.2155,4.128,72
2023-03-18,Cloudy,Very Cold,4.11,86.95,24.0487,2.0041,12
2023-03-18,Cloudy,Mild,16.93,79.78,48.6206,4.0517,12
2023-03-18,Cloudy,Cold,7.88,79.34,156.8691,3.2681,48
2023-03-18,Fog,Cold,10.93,80.92,55.9871,4.6656,12
2023-03-18,Rain,Cold,9.75,76.25,120.9349,2.5195,48
2023-03-18,Rain,Mild,19.04,73.83,50.5673,4.2139,12
2023-03-18,Storm,Cold,8.9,86.37,63.5014,2.6459,24
2023-03-19,Clear,Cold,9.63,76.62,171.4253,2.3809,72
2023-03-19,Clear,Mild,18.29,69.06,182.982,5.0828,36
2023-03-19,Cloudy,Cold,9.53,79.7,178.746,3.7239,48
2023-03-19,Fog,Cold,7.33,88.12,37.7151,3.1429,12
2023-03-19,Fog,Mild,15.03,81.62,49.7462,4.1455,12
2023-03-19,Rain,Cold,10.73,79.83,212.122,3.5354,60
2023-03-19,Rain,Mild,16.9,72.43,158.7704,4.4103,36
2023-03-19,Storm,Mild,18.38,73.93,41.5809,3.4651,12
2023-03-20,Clear,Cold,10.95,77.36,307.4233,4.2698,72
2023-03-20,Clear,Mild,16.36,73.9,231.9946,6.4443,36
2023-03-20,Cloudy,Mild,16.46,81.9,131.5256,5.4802,24
2023-03-20,Cloudy,Cold,9.92,79.29,75.0951,3.129,24
2023-03-20,Cloudy,Very Cold,4.31,88.48,33.0137,2.7511,12
2023-03-20,Fog,Cold,10.15,74.07,119.4681,4.9778,24
2023-03-20,Fog,Mild,17.73,76.39,117.6421,4.9018,24
2023-03-20,Rain,Cold,8.22,78.29,149.7702,4.1603,36
2023-03-20,Rain,Mild,17.26,76.88,53.9704,4.4975,12
2023-03-20,Storm,Mild,17.32,72.72,89.6183,7.4682,12
2023-03-20,Storm,Cold,5.59,71.07,26.0218,2.1685,12
2023-03-21,Clear,Cold,12.84,75.9,155.1895,4.3108,36
2023-03-21,Cloudy,Mild,17.39,64.43,123.683,5.1535,24
2023-03-21,Cloudy,Cold,10.76,79.3,177.369,4.9269,36
2023-03-21,Fog,Very Cold,3.74,87.59,17.9235,1.4936,12
2023-03-21,Fog,Mild,17.36,72.82,115.4959,4.8123,24
2023-03-21,Fog,Cold,7.66,82.68,55.2402,4.6034,12
2023-03-21,Rain,Mild,16.42,77.45,255.9553,7.1099,36
2023-03-21,Rain,Cold,9.2,75.26,165.6622,3.4513,48
2023-03-21,Snow,Cold,13.54,67.05,55.4611,4.6218,12
2023-03-21,Storm,Cold,8.1,83.73,60.892,2.5372,24
2023-03-21,Storm,Mild,15.27,69.61,142.8532,5.9522,24
2023-03-22,Clear,Cold,9.68,76.68,280.6511,3.8979,72
2023-03-22,Clear,Mild,17.87,68.53,57.6296,4.8025,12
2023-03-22,Cloudy,Mild,17.53,72.66,298.595,6.2207,48
2023-03-22,Cloudy,Cold,7.76,91.31,75.4325,6.286,12
2023-03-22,Fog,Cold,10.2,80.77,220.8742,4.6015,48
2023-03-22,Fog,Mild,15.13,66.24,60.6343,5.0529,12
2023-03-22,Rain,Mild,18.13,75.4,86.5752,7.2146,12
2023-03-22,Rain,Cold,9.1,80.79,143.9736,2.9995,48
2023-03-22,Storm,Mild,16.77,63.45,56.2481,4.6873,12
2023-03-22,Storm,Cold,13.04,71.93,67.9434,5.662,12
2023-03-23,Clear,Mild,18.56,70.36,50.1897,4.1825,12
2023-03-23,Clear,Cold,10.99,75.38,534.5826,4.0499,132
2023-03-23,Cloudy,Cold,12.23,80.0,205.098,4.2729,48
2023-03-23,Cloudy,Mild,18.69,72.71,68.2213,5.6851,12
2023-03-23,Rain,Mild,18.91,71.65,216.5553,6.0154,36
2023-03-23,Rain,Cold,10.74,80.5,84.144,3.506,24
2023-03-23,Storm,Mild,16.8,75.68,177.2968,7.3874,24
2023-03-24,Clear,Cold,12.0,71.12,331.6236,4.6059,72
2023-03-24,Clear,Mild,17.06,72.7,250.8809,5.2267,48
2023-03-24,Cloudy,Cold,11.12,70.17,148.1737,4.1159,36
2023-03-24,Fog,Cold,10.34,75.2,71.2183,2.9674,24
2023-03-24,Fog,Mild,17.86,65.62,240.485,6.6801,36
2023-03-24,Rain,Cold,10.68,77.73,61.9419,2.5809,24
2023-03-24,Snow,Cold,6.36,77.9,31.2211,2.6018,12
2023-03-24,Storm,Cold,14.68,75.37,67.8112,5.6509,12
2023-03-24,Storm,Mild,18.65,74.71,107.1715,4.4655,24
2023-03-25,Clear,Mild,18.54,73.52,122.7445,5.1144,24
2023-03-25,Clear,Cold,12.61,75.55,289.7154,4.0238,72
2023-03-25,Cloudy,Mild,16.83,71.74,129.7477,3.6041,36
2023-03-25,Cloudy,Cold,10.95,67.19,46.6141,1.9423,24
2023-03-25,Fog,Cold,9.66,80.87,44.0186,1.8341,24
2023-03-25,Rain,Cold,10.5,75.33,85.8371,2.3844,36
2023-03-25,Rain,Mild,16.32,72.5,161.497,4.486,36
2023-03-25,Snow,Mild,16.43,75.77,47.9826,3.9986,12
2023-03-25,Snow,Cold,12.98,72.47,85.8811,3.5784,24
2023-03-26,Clear,Mild,17.99,76.38,225.915,4.7066,48
2023-03-26,Clear,Cold,13.07,72.49,135.4308,3.762,36
2023-03-26,Cloudy,Cold,9.58,84.49,29.7097,1.2379,24
2023-03-26,Fog,Mild,17.8,72.48,135.9455,3.7763,36
2023-03-26,Fog,Cold,10.96,79.84,60.2703,2.5113,24
2023-03-26,Rain,Mild,18.82,64.01,188.0497,5.2236,36
2023-03-26,Rain,Cold,9.69,75.89,101.7671,2.8269,36
2023-03-26,Snow,Cold,10.53,76.97,25.737,2.1448,12
2023-03-26,Storm,Cold,12.72,72.86,109.5574,3.0433,36
2023-03-27,Clear,Mild,16.56,77.15,163.1987,6.7999,24
2023-03-27,Clear,Cold,10.51,80.32,145.9332,3.0403,48
2023-03-27,Cloudy,Mild,17.48,69.18,247.3444,5.153,48
2023-03-27,Cloudy,Cold,11.75,71.3,189.9019,3.9563,48
2023-03-27,Rain,Cold,10.37,73.43,131.7807,3.6606,36
2023-03-27,Rain,Mild,16.81,70.3,259.2501,5.401,48
2023-03-27,Storm,Cold,12.3,75.77,150.8436,4.1901,36
2023-03-28,Clear,Cold,9.62,78.49,106.0942,2.9471,36
2023-03-28,Clear,Mild,18.52,64.28,214.5633,5.9601,36
2023-03-28,Cloudy,Cold,12.16,77.32,206.1226,5.7256,36
